fourgram	count
a plate for you	5
he's struggling to breathe	5
of the westerly 14312	5
that's passed out in	5
out in the jail	5
they just called back	5
the dl for the	5
we know if he	5
name one more time	5
disregard they just called	5
by a black male	5
fell and needs help	5
needs help getting out	5
responding to the west	5
medic 1 copies thank	5
this was a lift	5
17 if you could	5
you could add that	5
known to carry a	5
have to come back	5
mckinley on ramp to	5
year old female 5'8	5
i copy i have	5
would like them checked	5
there's nothing shown from	5
from three sides we'll	5
no cause for concern	5
engine 2's are out	5
a male laying on	5
you could start kufner	5
19 with this now	5
scene for a little	5
16408 madison number 5	5
check for a vehicle	5
and 24 are you	5
be out at mcdonald's	5
were advised not to	5
there's a male passed	5
if this male is	5
was a lift assist	5
back in a minute	5
vehicle blocking the drive	5
she believes it's a	5
not going to match	5
you let them know	5
we're looking for a	5
did not see it	5
1 do you guys	5
the vehicle is cited	5
if you can't get	5
plate in front of	5
male he's suspended has	5
involved in an accident	5
number on a smith	5
is there a reason	5
and 15 you can	5
if you can print	5
you also dispatch engine	5
also dispatch engine 3	5
you can disregard he	5
it was on the	5
out at the back	5
on the way for	5
in the tree lawn	5
top of the pole	5
1 will be on	5
gonna need you to	5
you to head to	5
i'm going to hit	5
engine 3 are in	5
to the west really	5
dispatch from car 8	5
2 medic 2's arriving	5
dispatch car 4 is	5
lakewood companies are responding	5
investigate all companies switch	5
on a welfare check	5
threatening to harm herself	5
1 respond to 14306	5
you send a squad	5
party call of a	5
this is the only	5
like her checked out	5
to 125 06 edgewater	5
that vehicle pc for	5
i'm heading that way	5
some sort of mental	5
the time of this	5
time of this call	5
female that lives there	5
be responding from bunts	5
in the lobby and	5
12405 franklin apartment 3	5
we'll be on scene	5
that male is being	5
back if you can	5
old female that she's	5
not able to find	5
with henry victor edward	5
with a change in	5
hour and a half	5
dl for my passenger	5
and is having difficulty	5
be clearing here in	5
clearing here in a	5
i added notes we're	5
211 can i get	5
if you guys need	5
before you go back	5
19 i'll be all	5
be heading up to	5
can you stop over	5
can you run another	5
we're transporting one to	5
out of cleveland 24	5
he said i'll be	5
i'm closer to the	5
male states there's a	5
you can just send	5
you can continue with	5
medic 1 engine 2	5
and i should be	5
is on scene we're	5
to be under the	5
and i can start	5
on the opposite side	5
opposite side of the	5
some type of disturbance	5
2 has command all	5
has command all companies	5
companies medic 3 on	5
they're unable to get	5
unable to get her	5
companies medic 1 truck	5
for the driver of	5
winton place 12700 lake	5
can you guys start	5
engine 3 do we	5
3 do we need	5
give me a phone	5
you guys can check	5
her a call and	5
was cited and released	5
care of the hospital	5
he's not on the	5
the station i'll be	5
if you can please	5
gave me comes back	5
have a deal for	5
the male we have	5
you have a moment	5
you just confirm that	5
a mutual aid squad	5
to be a minute	5
riding in the squad	5
to give them a	5
can you run her	5
a company's medic 3	5
post office parking lot	5
respond with medic 3	5
around to the back	5
a silver toyota corolla	5
thank you i'm out	5
go in the lunch	5
front of her house	5
the last couple hours	5
i was flagged down	5
to the cove community	5
21 i'll be 10-8	5
requesting a check on	5
to check on his	5
with king charlie henry	5
a couple times there's	5
couple times there's no	5
see if there's anyone	5
her in the face	5
of the parties involved	5
was the first name	5
sounds like this is	5
male with a beard	5
will be at the	5
his id card is	5
with that date of	5
somewhere in the area	5
said it looked like	5
year old female needs	5
we're out at fairview	5
could you please try	5
is utl we'll be	5
them we'll be 10-8	5
put me out with	5
his 17 year old	5
across the street and	5
the owner he's going	5
a 10-16 with us	5
to get away from	5
assist a male at	5
back in service refusal	5
1346 cove be upstairs	5
to be clearing lakewood	5
vehicle that's blocking the	5
white female in her	5
he should be on	5
the street in front	5
street in front of	5
is calling saying that	5
do you think you	5
not sure who it	5
guys can disregard the	5
you can probably disregard	5
over to the westerly	5
attention car 2 respond	5
this was an issue	5
the fedor 12400 madison	5
to fairview engine 2	5
haven 1341 marlowe in	5
thinks she might have	5
you attempt to lock	5
out to move the	5
station 1 copies thank	5
she needs to get	5
no wants active permit	5
i go to lunch	5
will be transporting to	5
obt for that vehicle	5
it now i'll be	5
13 cars are out	5
3 medic 3 truck	5
you assist lfd at	5
who's going to be	5
a 12 year old	5
he's having trouble breathing	5
a resident that fell	5
or if it was	5
it was involved in	5
does she have a	5
that comes in please	5
for a few months	5
and he's in the	5
she's unable to stand	5
medic 2 on the	5
for a 33 year	5
dispatch engine 2 medic	5
en route to portage	5
do you need her	5
and car 4 are	5
she wants to go	5
to go to fairview	5
parked too far from	5
resident said there's a	5
she needs to leave	5
thank you bye bye	5
me your phone number	5
detroit for an mva	5
you could please change	5
he's trying to find	5
5 do you want	5
the area of west	5
complainant called back she	5
stop up here and	5
out at the carlisle	5
3 you can show	5
nothing showing from three	5
showing from three sides	5
date of birth of	5
can come out and	5
we're gonna be back	5
he's advised of the	5
you for your time	5
checking the area for	5
phone with a female	5
i'll get you back	5
they were at the	5
and the owner is	5
that come back to	5
she's having pain in	5
and she also has	5
one out of cleveland	5
it's entering agency only	5
did you get the	5
12 i'm all set	5
medical 1's on the	5
returning to city we're	5
dispatch truck 1's arriving	5
truck 1 and engine	5
is probably going to	5
1 copies we'll be	5
is in service refusal	5
brown it's gonna be	5
202 can you have	5
is still on the	5
can you contact the	5
en route from warren	5
said that she just	5
13 can you run	5
a gray hoodie and	5
me a picture of	5
separated for the night	5
she's unresponsive but breathing	5
old female possibly having	5
i can make contact	5
she's a black female	5
can you just put	5
on the way with	5
know when you get	5
car 2 copies dispatch	5
and all companies engine	5
you have the squad	5
respond to the lakeshore	5
2 will be investigating	5
all companies can return	5
and can you start	5
the detail if you	5
can you have somebody	5
can we get an	5
back in service truck	5
are you looking for	5
3 to o'neill 13900	5
2 truck 1 and	5
truck 1 back in	5
turned over to lpd	5
to pick it up	5
they're on the phone	5
she was having a	5
has a seizure disorder	5
car 2's responding to	5
medic 2 to engine	5
2 on scene switching	5
3 en route from	5
gonna be the same	5
out of warrensville heights	5
sent a message to	5
me know if she's	5
know if she's valid	5
29 i'm gonna be	5
there's a dog that's	5
okay she was just	5
vehicles parked in the	5
tried to get a	5
please put me on	5
she just wants to	5
we had a call	5
a smell of gas	5
route from station 3	5
across the street said	5
if you could open	5
the stall and advise	5
has the vehicle i'll	5
was some type of	5
very hard to understand	5
a second if you	5
we were up there	5
to the burger king	5
in the jail for	5
moved it i'll be	5
vehicle is cited for	5
if not can you	5
you could start kufner's	5
the scene in service	5
unit 1 is going	5
211 i copy detroit	5
fire department at the	5
2 sides we'll be	5
lives at that address	5
be 19 with her	5
just said it was	5
i don't see a	5
anything on the camera	5
checked in front of	5
there to see if	5
i have a number	5
a call for a	5
2 to engine 3	5
said it was in	5
is short of breath	5
a vehicle on the	5
29 i copy that	5
he's not in the	5
company called back they	5
in front of 1464	5
says there's a white	5
medic 1 14300 detroit	5
answer i left a	5
guys start heading to	5
be on in a	5
truck 1 we're out	5
should be a blue	5
if you could run	5
10-8 if you can	5
out of westlake on	5
of westlake on a	5
in the west garage	5
she's unable to walk	5
male he fell and	5
and they have a	5
the listing is king	5
in the driveway she	5
copy we're in service	5
out on the ice	5
walking in the street	5
en route to you	5
on my way to	5
just before the mckinley	5
id for my driver	5
him he said he's	5
he might be in	5
lincoln lincoln last name	5
cleveland 37 year old	5
do we know where	5
on my way back	5
a separate and i'm	5
10-8 from here i'm	5
an obt for this	5
strong odor of natural	5
said she is breathing	5
the car is parked	5
i'll be pulling up	5
the front or the	5
front or the back	5
3 truck 1 and	5
for medic 3 can	5
to her car and	5
have him come out	5
going to 19 and	5
3 engine 3 en	5
westerly 14312 detroit for	5
show medic 1 out	5
old female with severe	5
birth when you can	5
black brown valid id	5
to make sure we	5
the name of that	5
you can check the	5
make sure he doesn't	5
they said they don't	5
her back and see	5
back and see where	5
she said they were	5
she said the door	5
2 is transporting fairview	5
right now so i'll	5
with the female starting	5
in front of 13	5
berkshire 11820 edgewater number	5
11820 edgewater the berkshire	5
waiting for you guys	5
with the squad we'll	5
know when you can	5
you have a number	5
the owner has a	5
can you send us	5
got a lot of	5
21 are you guys	5
for a black chevy	5
need for ems medic	5
st charles and detroit	5
the stall ending mileage	5
for a female who	5
i don't need this	5
the premise file we'll	5
we advised them to	5
you know if you	5
26 can you give	5
library 15425 detroit for	5
the parking lot over	5
medics are on scene	5
he's still in the	5
no wants 10-4 can	5
you send that to	5
do we have history	5
for a 23 year	5
detroit it's going to	5
the pickup on a	5
send me the i	5
is in route to	5
i copy 19 disregard	5
a valid driver's license	5
3 you can return	5
a vehicle on 10-8	5
the phone number is	5
warren and franklin with	5
has mental health issues	5
she's having a hard	5
the lobby medic 2	5
i called the number	5
both sides of the	5
that leads to the	5
you can change the	5
can change the address	5
the parking lot said	5
the vehicles in the	5
was unable to locate	5
truck parked on the	5
lake the highland house	5
i'm just adding some	5
that there's a red	5
to mcdonald's 1430 west	5
having an asthma attack	5
she said he's a	5
what was the plate	5
and what was the	5
it's going back to	5
going back to a	5
to the plate in	5
cautions for drug possession	5
at the door we're	5
in the jail please	5
you guys check at	5
alarm has been going	5
15 can you just	5
waiting for the bus	5
the entrance of the	5
you meet me on	5
waiting in the parking	5
i couldn't get a	5
his medical alert button	5
117 north of madison	5
3 i'll be checking	5
who's that listing come	5
old female 5 foot	5
for a white van	5
from car 2 are	5
car 2 are you	5
trying to get him	5
for medic 1 can	5
go to lakeshore towers	5
1 over to lakewood	5
but no one's answering	5
a deal for the	5
and i have another	5
did you say that	5
on our 4 gas	5
was cited for parking	5
has that vehicle if	5
i can get 17	5
a group of 4	5
now in front of	5
there are no good	5
15 you can go	5
the apartment number again	5
they're supposed to be	5
out of middleburg heights	5
year old female never	5
female never had a	5
owner if you could	5
you can title it	5
the area we didn't	5
didn't hear or see	5
second out of cleveland	5
heights 27 year old	5
to leave for the	5
leave for the night	5
and there were no	5
she advised that she	5
37 38 39 40	5
38 39 40 41	5
39 40 41 42	5
can you start calling	5
a few times and	5
with king frank robert	5
4 if you could	5
having high blood pressure	5
me back on the	5
room for a minute	5
out of sheffield lake	5
back if they need	5
goes back to a	5
for failure to comply	5
of the vehicle he	5
can you try that	5
with john sam x-ray	5
we can head there	5
the complaint will be	5
9 i'll be on	5
clifton just west of	5
get you to play	5
play in a second	5
in the lobby right	5
the lobby right now	5
me a phone number	5
1 truck 1 car	5
1 car 2 are	5
car 8 medic 1	5
to the detail i'll	5
detail i'll be 10-8	5
to the corner of	5
to the bus stop	5
the bus stop at	5
they're trying to get	5
check the southwest corner	5
was a third party	5
no one i copy	5
there's no lights on	5
yelling at her and	5
car 2 back in	5
have your report number	5
a problem with the	5
2 is transporting 1	5
