trigram	count
follow-up i'll be	5
note in there	5
him a ride	5
owner he's going	5
in madison and	5
10-16 with us	5
can find that	5
no we're good	5
to get away	5
get away from	5
get some of	5
1346 cove be	5
cove be upstairs	5
vehicle that's blocking	5
find her in	5
if anybody else	5
the door here	5
to the mother	5
her daughter was	5
driveway is accessible	5
was a squad	5
hand me the	5
me the list	5
got another one	5
minutes ago there	5
the street with	5
with the trunk	5
fell at the	5
and i can't	5
hanging out of	5
street in front	5
i saw that	5
talking loudly and	5
myself and 21	5
telling me that	5
to the edge	5
speak to them	5
we have them	5
she's coming down	5
national companies medic	5
able to put	5
been staying there	5
42 years old	5
copy what's the	5
will call us	5
with the property	5
at medic 1	5
what you have	5
let them in	5
the fedor 12400	5
this male in	5
there's nothing for	5
reason not to	5
out at 3	5
be testing the	5
lakewood center west	5
someone hit his	5
riverside on the	5
station i copy	5
front of 1363	5
change that to	5
edgewater square for	5
female thinks she	5
5 0 6	5
with the separation	5
the elevator on	5
out with another	5
we're all in	5
all in service	5
the roll call	5
or do they	5
up with them	5
no wants active	5
wants active permit	5
it now i'll	5
a complaint on	5
you assist lfd	5
blocking the roadway	5
1 with a	5
i'll start that	5
he didn't know	5
off for a	5
on arrival we're	5
a 12 year	5
i was here	5
juvenile starting mileage	5
a break for	5
once i get	5
was too far	5
the area so	5
or if it	5
it was involved	5
involved in some	5
to walgreens 117th	5
she have a	5
one with the	5
citation i'll be	5
the store now	5
4 on scene	5
for a 33	5
the right one	5
added we'll be	5
does this show	5
the water for	5
route to portage	5
county starting mileage	5
all of our	5
you say if	5
have her on	5
right now do	5
you need her	5
need her to	5
to respond there	5
car 4 are	5
coutant apartment 205	5
for information and	5
to his residence	5
he's moving the	5
we've done it	5
calls about it	5
female stuck in	5
you also add	5
a black lexus	5
a black bmw	5
caution is for	5
you bye bye	5
and get you	5
larchmont for a	5
me your phone	5
you stop it	5
could please change	5
that to a	5
disabled vehicle in	5
the original complainant	5
could not detect	5
options i'll be	5
alarm showing basement	5
out nothing showing	5
i'll be assuming	5
disregard the vehicle	5
there's a van	5
showing from three	5
the owner a	5
in a different	5
address for a	5
is known to	5
be at this	5
ohio as well	5
of birth of	5
mental health issue	5
vehicle come back	5
just let him	5
a man in	5
man in a	5
out at detroit	5
to a neighbor	5
thanks for that	5
to the service	5
send her to	5
got the car	5
old black male	5
10-16s out of	5
out and he's	5
get a little	5
out but she	5
hear back from	5
get you back	5
i've got it	5
check on lakewood	5
by her boyfriend	5
know it's probably	5
it's entering agency	5
and release to	5
12 i'm all	5
3 lakeshore towers	5
to city we're	5
on scene dispatch	5
is probably going	5
you medic 1	5
squad for the	5
give an eta	5
told me to	5
didn't give me	5
brown it's gonna	5
any place in	5
with one officer	5
send you guys	5
me from this	5
have had a	5
cook with king	5
lakewood we'll be	5
a malfunctioning detector	5
she's waiting for	5
could i get	5
i get an	5
route from warren	5
going through a	5
medic 3 lakeshore	5
it down to	5
detroit there is	5
wearing a tan	5
a tan jacket	5
clear i'll head	5
i didn't mean	5
didn't mean to	5
just give us	5
just have it	5
the complaint on	5
complaint on madison	5
i can say	5
is that it	5
sedan parked in	5
parked in that	5
said he should	5
he's telling me	5
to hit the	5
there i think	5
you the info	5
give me one	5
dark colored clothing	5
she's a black	5
here she was	5
shows the plates	5
john zebra nora	5
can print this	5
the way with	5
5 to dispatch	5
copies responding from	5
they said her	5
in her legs	5
211 and 216	5
a plate to	5
and the house	5
can speak to	5
your work phones	5
call westcom for	5
yes they are	5
for a two-car	5
2-car mva with	5
route to pick	5
has a seizure	5
valid with no	5
with no wants	5
is in disregard	5
2's responding to	5
for an investigation	5
you bring a	5
216 go ahead	5
the michael towers	5
that for 3	5
10-4 i'll try	5
move her car	5
has it i'm	5
giant eagle for	5
eagle for a	5
the back entrance	5
there's no vehicle	5
to take 5	5
we have here	5
i do the	5
it does show	5
out of warrensville	5
of warrensville heights	5
it in a	5
him off the	5
you and the	5
did not hit	5
if she's valid	5
a history there	5
be good to	5
no ds attached	5
i think is	5
walking back towards	5
dispatch in car	5
something wrong with	5
the residents in	5
did not take	5
to exchange information	5
and they keep	5
in the way	5
the way and	5
wants to take	5
we're responding to	5
you could open	5
for a elderly	5
go to county	5
29 i'm 10-8	5
was some type	5
but when i	5
phone number in	5
have an exact	5
last thing you	5
female's on the	5
second if you	5
with that address	5
time we were	5
we have for	5
to the burger	5
drugs in the	5
refusing to come	5
call in a	5
valid temporary id	5
we'll have them	5
moved it i'll	5
be at 21	5
neighbor next door	5
if not can	5
could start kufner's	5
next door at	5
here a little	5
this can you	5
1 is king	5
or something i	5
for the accident	5
and the rest	5
nora nora edward	5
anything on him	5
an accidental activation	5
here and we're	5
is allowed to	5
allowed to have	5
recently had a	5
for a 13	5
sorry i meant	5
we need it	5
on the 10th	5
department at the	5
2 sides we'll	5
with a fire	5
copies car 2's	5
copy i'll have	5
add that please	5
start me another	5
it's a 2021	5
have like a	5
first and then	5
for that please	5
not sure yet	5
stuff in the	5
checked in front	5
to contact them	5
to make my	5
unit 1 medic	5
made patient contact	5
can we confirm	5
a total of	5
said it shows	5
entry to the	5
have we had	5
of the bus	5
assistance from us	5
front of 1464	5
the employees at	5
cuff her as	5
brockley for a	5
a california listing	5
can start coughing	5
to the same	5
medic 1 14300	5
detroit apartment 520	5
520 for a	5
trying to check	5
have the first	5
and 19 if	5
was pulling out	5
marlowe and franklin	5
detroit apartment 1026	5
apartment 1026 medic	5
1026 medic 1	5
the south of	5
want it to	5
you hit a	5
the house he's	5
of westlake on	5
westlake on a	5
back to michael	5
lane of travel	5
station right now	5
west garage for	5
up with a	5
to back up	5
the entrance ramp	5
in we'll be	5
i called them	5
the city we'll	5
going to run	5
we copy we	5
route to you	5
in the night	5
to i-90 westbound	5
be a while	5
they get there	5
to dispatch you	5
has the car	5
8 9 2	5
be 10-8 we	5
was with her	5
in the cad	5
detroit king union	5
that's all we	5
if it comes	5
lincoln lincoln last	5
a black eye	5
cleveland 37 year	5
no i'll be	5
we know where	5
stop back up	5
that car that	5
separate and i'm	5
over the radio	5
patient refused ama	5
you a text	5
obt for this	5
10-4 it was	5
it over to	5
westbound on franklin	5
are still in	5
a dodge durango	5
outside she said	5
last name william	5
for that name	5
try that name	5
he's not coming	5
dark blue jeep	5
well and she	5
and he doesn't	5
there if they	5
detroit extension apartment	5
probably have to	5
can just call	5
on the stairs	5
park on a	5
came out he's	5
2 check the	5
to place a	5
upon my arrival	5
go out of	5
it's all clear	5
is responding from	5
car 2 there's	5
see any cars	5
you open up	5
in can you	5
him come out	5
said he's on	5
been up there	5
have a warrant	5
name john adam	5
the south westerly	5
and his wife	5
black brown she's	5
to 14401 detroit	5
dispatch track 1	5
them out of	5
down in a	5
party in the	5
the southwest early	5
meridian 12550 lake	5
go ahead show	5
sure he doesn't	5
that dl is	5
the highland manor	5
13 this is	5
pull over to	5
no it was	5
was all set	5
on scene you	5
we're getting on	5
out of time	5
time in the	5
coming through the	5
year old is	5
the female starting	5
2014 black ford	5
there's no fire	5
breathing 14306 detroit	5
concerned for his	5
for his welfare	5
out and is	5
is moving the	5
riverside is closed	5
elderly female fell	5
a black mitsubishi	5
gonna call me	5
180 black and	5
front of 13	5
now she's in	5
of the group	5
copy that is	5
can disregard you	5
warren and bays	5
2 from the	5
going back into	5
be there within	5
madison the owner	5
you send us	5
can just take	5
just take it	5
john victor edward	5
117th with king	5
the complaint was	5
him with a	5
to get me	5
for ems medic	5
have to stop	5
9 3 1	5
complainant lives in	5
any info on	5
at the at	5
premise file we'll	5
hall for a	5
of those back	5
detroit to walgreens	5
he went out	5
15425 detroit for	5
from hilliard and	5
it's possibly a	5
other cars in	5
yeah she said	5
parking lot over	5
edgecliff manor 11849	5
manor 11849 edgewater	5
his nephew is	5
open this door	5
some notes for	5
be closer to	5
male called back	5
sam charlie henry	5
wants 10-4 can	5
that does not	5
i'm 10-7 i'm	5
we have history	5
history at that	5
and they're in	5
for a 23	5
detroit it's going	5
heart is beating	5
the berkshire apartment	5
a valid driver's	5
609 medic 3	5
john tom mary	5
the charlie side	5
be clear after	5
said her neighbor	5
double check the	5
send a tow	5
the downstairs a	5
16 and 20	5
with a few	5
a dump truck	5
lobby medic 2	5
called the number	5
both sides of	5
sides of the	5
the door that	5
that leads to	5
leads to the	5
there's a green	5
disturbance in the	5
parking lot said	5
was not the	5
believe it's the	5
have an alarm	5
he thought was	5
henry king edward	5
if there's nothing	5
her face and	5
responding to him	5
to mcdonald's 1430	5
she's having an	5
having an asthma	5
24 i'm 10-7	5
said it's parked	5
it and they	5
adam nora nora	5
guys check at	5
the lot there	5
for him but	5
detroit and hopkins	5
24 i'm sorry	5
is the registered	5
she's coming in	5
male was driving	5
younger black male	5
the police and	5
the bus he	5
the entrance of	5
he's waiting in	5
or just a	5
advised they have	5
if she could	5
tracks for a	5
calling card on	5
can run it	5
the call in	5
would you add	5
203 if you	5
a full response	5
was caused by	5
not showing up	5
thoughts of suicide	5
riverside and bellevue	5
white male red	5
i will get	5
phone with me	5
65 years old	5
but no one's	5
deal for the	5
that they got	5
cad for that	5
one you can	5
as well in	5
they get here	5
211 do you	5
would you please	5
on our 4	5
henry tom charlie	5
transferring 1 over	5
for a 16	5
can get 17	5
group of 4	5
who said that	5
3 1 8	5
1 8 0	5
we can copy	5
now in front	5
of middleburg heights	5
be back at	5
can title it	5
on the court	5
and when they	5
the one who	5
check around lakewood	5
we didn't hear	5
didn't hear or	5
her of the	5
her she was	5
for information please	5
the mail for	5
black male bald	5
not sure he	5
are you talking	5
heights 27 year	5
female i had	5
wanted him to	5
units are 10-8	5
she's valid through	5
38 39 40	5
39 40 41	5
40 41 42	5
here do you	5
the construction crew	5
few times and	5
the door she's	5
female is in	5
i'll tell you	5
tell you where	5
8 3 1	5
10-4 i copy	5
thanks medic 1	5
the residents and	5
4 5 4	5
male and he's	5
just run the	5
150 black and	5
he asked them	5
said he seems	5
do you run	5
king queen boy	5
out of sheffield	5
of sheffield lake	5
need any further	5
warren in detroit	5
have a minute	5
it's a 2003	5
what you're saying	5
you about the	5
can you cancel	5
lakewood 14806 detroit	5
a white hoodie	5
down here i'm	5
here i'm not	5
respond to 12943	5
advised the complaint	5
but i got	5
can add a	5
a minute i'll	5
clifton just west	5
to stop him	5
out with 14	5
and back door	5
wouldn't give me	5
advised it was	5
and it's showing	5
and my partner	5
trying to be	5
i-90 westbound at	5
8 medic 1	5
2 when you	5
on scene just	5
right behind the	5
the scene and	5
6 on 10-7	5
on berea road	5
bus stop at	5
came down and	5
address if you	5
4 9 6	5
car and a	5
there sounds like	5
was a third	5
notify first energy	5
no one i	5
the door was	5
there's no lights	5
the business and	5
a slight odor	5
car 2 back	5
be back to	5
have your report	5
that elderly female	5
if they would	5
they're saying that	5
cart full of	5
it up in	5
driveway on the	5
is a negative	5
this patient was	5
a few cars	5
move it now	5
was open and	5
a gray volkswagen	5
vehicle sighted 10-8	5
to stop in	5
found a couple	5
other than that	5
from her since	5
bunts just north	5
hello this is	5
gray honda civic	5
the ground and	5
just ran out	5
with john frank	5
kicked him out	5
vehicle can you	5
get into a	5
i had it	5
to ean holdings	5
lakewood cliffs apartment	5
madison park for	5
dispatch you're on	5
suspended with driving	5
with driving privileges	5
the pickup correct	5
male 5'8 160	5
i did the	5
car come back	5
a vehicle i	5
a loud music	5
been going on	5
copy madison hilliard	5
was the number	5
i'm sorry that's	5
2 220 and	5
check 90 eastbound	5
mckinley engine 2	5
the disabled vehicle	5
have a tow	5
us to stage	5
she was leaving	5
the wire is	5
the listed vehicle	5
was in our	5
should have some	5
officers on the	5
john ida queen	5
can be out	5
just to get	5
lake shore tower	5
males that were	5
with the store	5
that he doesn't	5
what's the number	5
with him since	5
warren and garfield	5
cook and clifton	5
and clifton for	5
17 name and	5
brown gonna be	5
for the volkswagen	5
we also have	5
clearance medic 1	5
vehicles matching that	5
the second caller	5
she knows that	5
a silver truck	5
put her on	5
can hear him	5
responding to me	5
is a small	5
need any other	5
3 i got	5
for the house	5
male called 911	5
at the get-go	5
he walked out	5
walked out the	5
guys can slow	5
checks okay he's	5
to go home	5
female yelling at	5
this is michael	5
i copy andrews	5
status is suspended	5
to st john's	5
route if you	5
alarm engine 3	5
a black audi	5
try and reset	5
and reset it	5
check on detroit	5
to go around	5
a residential alarm	5
303 medic 3	5
i covered someone	5
he's got his	5
resident called said	5
was on fire	5
but it's still	5
park 2 is	5
just call the	5
to find any	5
drug mart for	5
of the unit	5
address for that	5
says she fell	5
we pulled into	5
