bigram	count
are wearing	5
females arguing	5
alright can	5
18 they're	5
was our	5
his father's	5
been calling	5
were released	5
ramona with	5
delaware in	5
report in	5
70 if	5
detail he	5
location or	5
alarm malfunction	5
we'll follow	5
for front	5
rapid sos	5
attention and	5
see you're	5
know they're	5
scene just	5
and notes	5
black leggings	5
county is	5
there sounds	5
came across	5
number so	5
1285 hall	5
also go	5
union and	5
that elderly	5
county of	5
stroke unit	5
a tall	5
did but	5
arrest him	5
cart full	5
it's this	5
they'll take	5
right down	5
few cars	5
newman on	5
at code	5
the castle	5
boyfriend she	5
back doors	5
they're aware	5
causing some	5
building that	5
some equipment	5
new car	5
2016 gray	5
so those	5
hello this	5
possibly went	5
219 we'll	5
cove i'll	5
like they've	5
kicked him	5
black leather	5
leather jacket	5
a another	5
detroit but	5
skip the	5
me we're	5
with driving	5
second male	5
pickup correct	5
start copy	5
5'8 160	5
has 2	5
208 is	5
get those	5
mike 7	5
am out	5
between that	5
eastbound they're	5
mckinley engine	5
partially in	5
hits at	5
mbc 뉴스	5
extreme pain	5
shore tower	5
inside their	5
maroon honda	5
a at	5
obt or	5
for lpd	5
another employee	5
got shot	5
bringing the	5
and ran	5
injuries it's	5
brown gonna	5
detroit o'neal	5
clearance medic	5
circling the	5
they wouldn't	5
vehicles matching	5
a goa	5
male showing	5
he's never	5
complainant's unsure	5
ran southbound	5
aware the	5
hyundai ford	5
copy our	5
angelo's pizza	5
best i	5
saying i	5
met up	5
multiple alarms	5
if everything	5
cleveland she	5
of 66	5
that your	5
edward mike	5
13740 madison	5
her husband's	5
4 story	5
the cause	5
alarm engine	5
10 o'clock	5
is flashing	5
she sounded	5
me said	5
room so	5
16711 lake	5
black 2024	5
water line	5
2019 jeep	5
road is	5
madison resident	5
were working	5
mart for	5
a personal	5
hydrant at	5
a stroller	5
checked her	5
medic service	5
ran away	5
to fill	5
should just	5
to westwood	5
suv with	5
upstairs we	5
other items	5
14 franklin	5
some guys	5
box is	5
from east	5
skinny black	5
they on	5
they no	5
didn't look	5
205 we'll	5
gotta be	5
update location	5
he decided	5
entered as	5
block for	5
and ennis	5
faulty detector	5
guard at	5
hd 49	5
i'll double	5
the stadium	5
dispatch factory	5
nick queen	5
who's there	5
that earlier	5
wisconsin for	5
meet parking	5
vin that	5
not taking	5
was obtained	5
send traffic	5
sugar and	5
not waking	5
waking up	5
today or	5
am not	5
high speed	5
exit and	5
them car	5
off into	5
1-i copy	5
to home	5
you're off	5
will see	5
she pulled	5
those please	5
at 1502	5
1502 lakeland	5
woodward to	5
lot 117th	5
with kufner's	5
my mileage	5
1481 wyandotte	5
is unresponsive	5
it continues	5
people from	5
squad coming	5
name brandon	5
sanders out	5
14100 franklin	5
door 11	5
the rca	5
alcohol and	5
doesn't drive	5
we'll also	5
the bicycle	5
27 okay	5
green toyota	5
complete at	5
ridgewood the	5
his mom's	5
officer from	5
niagara for	5
in brooklyn	5
normal car	5
copy responding	5
a two-story	5
onto a	5
black failure	5
blue acura	5
bays for	5
change your	5
not he's	5
he's allowed	5
building to	5
second with	5
9-1-1 call	5
phone's pinging	5
chevy sonic	5
of options	5
of carabel	5
50 copy	5
out 229	5
play here	5
the edgecliff	5
19 17	5
2030 robin	5
in wisconsin	5
back like	5
get these	5
stolen plate	5
funeral home	5
damaged or	5
orange hoodie	5
have those	5
mother called	5
grove medic	5
son said	5
least a	5
201 i'll	5
3 your	5
a employee	5
sir thank	5
for towers	5
number 315	5
3 13900	5
anything that's	5
riverside the	5
bq washland	5
location i'll	5
ours or	5
just prior	5
lump on	5
117 john	5
heading code	5
wanted no	5
leaving for	5
73 10-4	5
possibly walking	5
arrival 10-8	5
3330 detroit	5
male bleeding	5
station lunch	5
hears a	5
upstairs the	5
on accident	5
now by	5
would say	5
i remember	5
leak in	5
14 what	5
1630 west	5
224 in	5
you station	5
to record	5
give your	5
since it	5
a newer	5
a chase	5
of 1533	5
hurd i'll	5
go we'll	5
subject's name	5
polo shirt	5
go where	5
speed and	5
of and	5
at michael	5
long dark	5
inn in	5
now sounds	5
they're wearing	5
were yelling	5
violations on	5
edgewater 117	5
permit violation	5
401 for	5
i'm lakewood	5
detroit he	5
cut him	5
just following	5
bunts there's	5
from cook	5
a jason	5
hit detroit	5
get 12	5
the off-ramp	5
can block	5
make any	5
is veteran	5
of 11849	5
quail and	5
and brush	5
a ponytail	5
be southbound	5
her button	5
athens i	5
have these	5
wash on	5
children and	5
hyundai expires	5
do what	5
sees the	5
are waiting	5
with rocky	5
1 still	5
were clear	5
right copy	5
elber and	5
2017 kia	5
bar he	5
bar for	5
can ask	5
lift to	5
a staff	5
staff at	5
been checking	5
2023 chevy	5
but at	5
street yelling	5
around there	5
it clear	5
settled for	5
19 117	5
expired plate	5
email that	5
to sleep	5
options are	5
madison large	5
staff said	5
on clover	5
gas is	5
the occupant's	5
detroit route	5
the doorway	5
gas off	5
and investigate	5
basement we	5
door that's	5
somebody there	5
some gas	5
bald and	5
car two	5
cordova female	5
won't leave	5
accident the	5
also please	5
detail just	5
the township	5
we en	5
ocean yesterday	5
the contact	5
gonna sit	5
214 14	5
and abdominal	5
for it's	5
abuse and	5
11821 davis	5
charles frank	5
left here	5
ago that	5
there's that	5
can drive	5
0 queen	5
any questions	5
this complaint	5
intox and	5
in vehicle	5
parties up	5
georgia listing	5
was nobody	5
bus in	5
activation no	5
check of	5
in august	5
charles south	5
tag victor	5
yesterday edward	5
10-4 207	5
raise us	5
11 what	5
tow i'm	5
pole and	5
for calls	5
the pull	5
and lpd	5
24 ds	5
on westbound	5
william last	5
19 check	5
she broke	5
broke a	5
in 207	5
husband said	5
negative no	5
copy direct	5
alright we	5
for co	5
kentucky listing	5
mike mike	5
is worried	5
and doing	5
13229 madison	5
camera she	5
it's their	5
it medic	5
to mom	5
attend to	5
left before	5
any traffic	5
15 that's	5
lot he's	5
the unit's	5
camera it	5
rocks at	5
the nearby	5
follow-up from	5
sorry they're	5
description i	5
14 will	5
have 19	5
victor queen	5
14 listing	5
inside now	5
not exactly	5
from home	5
again that's	5
it checked	5
she's headed	5
male's been	5
be something	5
slow in	5
tried that	5
3 11839	5
energy know	5
is tina	5
number 405	5
i cannot	5
his ds	5
to there's	5
ago so	5
listing i	5
two kids	5
health and	5
14 you're	5
holding corporation	5
assisted back	5
o'brien jennings	5
boy mary	5
12228 clifton	5
hyundai lease	5
apartment 24	5
forced entry	5
through this	5
1 speak	5
1209 clifton	5
on today	5
214 19	5
other unit	5
driveway she's	5
why they	5
there's probably	5
1349 marlowe	5
your social	5
threats towards	5
upstairs male	5
believe his	5
won't go	5
time walking	5
i'm 10-4	5
any readings	5
20 edgewater	5
large pothole	5
southbound in	5
was stopped	5
dispatch we'll	5
17625 detroit	5
start and	5
1414 grace	5
number 505	5
come take	5
playground area	5
he shot	5
1 unit	5
floor now	5
you walk	5
additional charges	5
release the	5
possibly wearing	5
looking back	5
the winter	5
2 radio	5
can smell	5
chase for	5
13 20	5
female or	5
works for	5
apartment 503	5
not welcome	5
red on	5
and tried	5
female you're	5
the chipotle	5
her walk	5
that south	5
clinic police	5
clifton frank	5
medic at	5
the lower	5
19 same	5
store she	5
bell parking	5
on we'll	5
okay truck	5
cleveland 47	5
15 king	5
this event	5
curb and	5
had two	5
at 2038	5
truck company	5
17 please	5
lake i'll	5
the gmc	5
said go	5
our copy	5
victor and	5
seen on	5
lot it	5
only description	5
1 46	5
15 who	5
for to	5
that obt	5
social attached	5
106 female	5
background and	5
of oregon	5
construction workers	5
our house	5
can reach	5
18101 clifton	5
is 4	5
blonde brown	5
suspended for	5
robert adams	5
the loading	5
haven number	5
whole thing	5
there doing	5
1518 woodward	5
parts per	5
per million	5
it's because	5
minute 10-4	5
victim of	5
special needs	5
up again	5
1855 edgewater	5
a cold	5
okay when	5
disregard sorry	5
assist will	5
sorry mileage	5
manager here	5
provided a	5
ramp in	5
the you	5
return the	5
signature obtained	5
and called	5
sorry 20	5
started and	5
up is	5
matter and	5
mini park	5
ida boy	5
19 radio	5
11 rush	5
of 11839	5
is south	5
yes all	5
be two	5
american flag	5
call our	5
10-2 copy	5
but nobody	5
be injured	5
haze in	5
a rapid	5
taken with	5
to 1382	5
video to	5
on can	5
approach him	5
running eastbound	5
the wellness	5
wellness center	5
available could	5
expire at	5
have mr	5
complaint but	5
for north	5
minute i'm	5
copy both	5
maintenance man	5
1 200	5
call today	5
to detective	5
video surveillance	5
right go	5
female's in	5
of who	5
employee calls	5
james church	5
at check	5
line engine	5
called today	5
said i'm	5
brown showing	5
1625 alameda	5
information as	5
mask on	5
but didn't	5
continues to	5
wants 24	5
19 new	5
185-16 detroit	5
130 medic	5
carbon i'll	5
our guys	5
ago now	5
done this	5
tinted windows	5
going the	5
still investigating	5
kufner's en	5
earlier that	5
at 1625	5
for 80	5
telling them	5
giving that	5
point and	5
19 franklin	5
1 she's	5
in it's	5
at 1357	5
and 280	5
is north	5
male's under	5
reopen that	5
white house	5
parts in	5
the picnic	5
that's match	5
321 of	5
1 35	5
at taco	5
the very	5
a b	5
boy 5	5
to explain	5
expires july	5
july of	5
partner's talking	5
and apparently	5
was acting	5
parties left	5
disregard 10-4	5
you remember	5
remember that	5
report or	5
17th with	5
me checking	5
like police	5
file here	5
a headache	5
speedway warren	5
them when	5
westbound by	5
wrong location	5
airbags are	5
a move	5
by city	5
clifton st	5
copies 10-8	5
keep heading	5
wasn't in	5
store they	5
some stuff	5
yet so	5
area will	5
should make	5
lot no	5
other ones	5
c o	5
moved and	5
clifton call	5
hopkins the	5
whenever i	5
ok 10-8	5
yes stand	5
with mom	5
cleared here	5
listening back	5
eagle on	5
17 he	5
is fire	5
warren henry	5
court apartment	5
i'm to	5
some loud	5
should it	5
her ankle	5
rosa park	5
2200 atkins	5
unit she	5
at 1295	5
in carabel	5
to calm	5
transport shortly	5
coiled it	5
3 here	5
3 henry	5
2006 ford	5
that follow-up	5
robert i	5
threats to	5
calls in	5
for listing	5
number 224	5
their cat	5
black 2013	5
available i'll	5
adam ocean	5
then 2	5
criminal damage	5
but on	5
between male	5
was uncooperative	5
93 year	5
respiratory distress	5
street is	5
service you	5
dispatch call	5
you never	5
nicholson just	5
that when	5
thought the	5
1 it	5
at 14800	5
cleaning company	5
hopkins is	5
still respond	5
that's disabled	5
bridge over	5
riverside overpass	5
river or	5
block off	5
close you	5
area looking	5
area can	5
217 at	5
6 just	5
mr taylor	5
cuyahoga falls	5
days now	5
hey i	5
bring some	5
10-4 219	5
riverside they're	5
from burger	5
description but	5
is wrong	5
still stuck	5
it's 30	5
dealer please	5
it's close	5
zone and	5
he sounds	5
write a	5
vehicle who	5
apartment 601	5
601 medic	5
a lighter	5
x-ray zebra	5
that's car	5
enter it	5
stopped by	5
16 27	5
in sir	5
sir please	5
she texted	5
could smell	5
will send	5
was carrying	5
leaving them	5
a clothing	5
anything right	5
birth that	5
the possible	5
an approximate	5
approximate age	5
us with	5
like if	5
i noticed	5
entered it	5
name james	5
step back	5
put this	5
it have	5
willoughby hills	5
have insurance	5
males wearing	5
too low	5
manager was	5
is crying	5
who will	5
the pc	5
york lincoln	5
about 1	5
complain that	5
worth of	5
complaint would	5
since sunday	5
ridgewood franklin	5
at valley	5
camera looks	5
his parking	5
navy blue	5
blue sweater	5
last 20	5
okay what's	5
145-67 madison	5
old he	5
description she	5
police for	5
property there	5
long-sleeved shirt	5
all advised	5
mary robert	5
garden in	5
type 3	5
bunts franklin	5
did anyone	5
is checked	5
toyota with	5
to still	5
plates were	5
1170 french	5
and valley	5
received another	5
118 55	5
or 17	5
cleveland 20	5
correct that's	5
lunch please	5
there go	5
stuff and	5
black at	5
they stopped	5
companies will	5
boy yesterday	5
10 union	5
who we're	5
7 she	5
employee here	5
was requesting	5
280 on	5
music down	5
them has	5
red pants	5
in walgreens	5
jail male	5
riverside bridge	5
25 could	5
they're clearing	5
x-ray 8	5
drive here	5
minutes from	5
stopped with	5
the beck	5
beck center	5
letting me	5
unit 101	5
of blackbird	5
if these	5
left front	5
of 140th	5
unit 12	5
come inside	5
212 you	5
male 59	5
stop me	5
18725 detroit	5
confirm he's	5
car they	5
yesterday i	5
a drive	5
has your	5
male might	5
numb and	5
vehicle involved	5
did take	5
chesterland a	5
room 204	5
some traffic	5
insurance company	5
on wednesday	5
mile an	5
liquid cars	5
gentleman in	5
detroit no	5
boyfriend to	5
the bailey	5
bailey building	5
11 warren	5
a contractor	5
a roof	5
disturbance at	5
220 is	5
says she'll	5
enforcement at	5
of out	5
out inside	5
are having	5
by it	5
broken glass	5
all copy	5
her advised	5
assistance over	5
negative medic	5
that flipped	5
parked to	5
2 again	5
15 3	5
the woods	5
young edward	5
cautions as	5
isn't coming	5
following behind	5
ocean date	5
confirm to	5
birth i	5
brown to	5
1 lincoln	5
chester lane	5
not found	5
license or	5
gonna list	5
wants he's	5
his boss	5
add there	5
cvs at	5
attending with	5
and book	5
riding their	5
bikes in	5
shirt the	5
shirt she	5
safety town	5
to anything	5
19 my	5
that child	5
he's pretty	5
118-55 edgewater	5
car call	5
she threw	5
44 years	5
between those	5
1636 elmwood	5
the va	5
ago i	5
calling that	5
party that's	5
9 clifton	5
120-29 clifton	5
ahead lake	5
entry exit	5
117 he	5
17033 madison	5
saw this	5
his shirt	5
shirt he	5
mixed male	5
motorcycle parked	5
1251 marlowe	5
that bmw	5
of debris	5
commercial fire	5
for child	5
do think	5
other person	5
malfunctioning smoke	5
while ago	5
the winterhurst	5
vehicle's moved	5
and she'd	5
at 1327	5
his lawn	5
print a	5
south lot	5
vin and	5
traffic no	5
to 219	5
moved by	5
mr moore	5
of 12511	5
neighbors and	5
honda that's	5
passed by	5
a bald	5
not transmitting	5
physical control	5
playing very	5
guys that	5
just shut	5
be and	5
mind i	5
something at	5
available i'm	5
window open	5
so they've	5
an idea	5
what room	5
down lakewood	5
with dreads	5
that listed	5
branch down	5
and wires	5
branch in	5
building 15	5
second here	5
of things	5
park check	5
shirt dark	5
gone to	5
did try	5
not cooperating	5
at 1623	5
alert she	5
the cart	5
tow the	5
8 do	5
detail copy	5
exterior is	5
window at	5
can assure	5
companies marine	5
just woke	5
have fallen	5
send back	5
number attached	5
ed and	5
the birthday	5
the dairy	5
1652 lincoln	5
queen 16803	5
that's that	5
he's sleeping	5
drive i	5
directly behind	5
transferred over	5
of juvenile	5
dispatch he's	5
or it's	5
car outside	5
11715 nelson	5
30 minute	5
belle i'll	5
follow-up 10-4	5
24 respond	5
it's silver	5
apartment 411	5
108 i	5
the shopping	5
they're attempting	5
can place	5
dog with	5
dl victor	5
friend just	5
18520 detroit	5
why she	5
a food	5
29 out	5
way madison	5
suicidal ideations	5
city 10-4	5
silver mazda	5
12 you're	5
130 black	5
house so	5
cleveland 19	5
he's home	5
them before	5
occupied two	5
needed help	5
that work	5
gets out	5
detroit 14	5
male riding	5
of beach	5
and summer	5
has you	5
already reduced	5
reduced prices	5
set 8	5
the listening	5
just figure	5
dislocated her	5
not following	5
15914 lakewood	5
that they'll	5
other residents	5
845 beach	5
clifton club	5
honda lease	5
chesterland with	5
ahead call	5
1 got	5
number 412	5
mention of	5
on somebody	5
11 name	5
pole that's	5
24 14	5
respond i	5
motorist said	5
drop them	5
sorry 14	5
or female	5
and armen	5
room 301	5
arizona listing	5
stumbling around	5
plate off	5
is behind	5
way around	5
2038 mcgee	5
issues he's	5
13405 madison	5
talked about	5
correct thank	5
could confirm	5
guys going	5
by phone	5
detail at	5
number 101	5
district guard	5
there causing	5
she finds	5
to richland	5
7 could	5
both check	5
pool 13029	5
vehicle being	5
king 1	5
here yeah	5
7 that	5
secure it	5
low-hanging wire	5
it's hanging	5
us just	5
actually it	5
yet or	5
name that	5
cut robert	5
1418 wyandotte	5
right that	5
address there's	5
was definitely	5
the clothing	5
pain 1341	5
family is	5
area by	5
of sloan	5
13520 elber	5
order issued	5
issued against	5
ida mary	5
were speaking	5
yesterday about	5
possibly lives	5
her today	5
not call	5
in them	5
all about	5
know 10-4	5
pool 14532	5
for here	5
mass in	5
white shorts	5
cleveland they're	5
just respond	5
plates that	5
in westbound	5
2 king	5
we're inside	5
jeep in	5
manager to	5
bunts it's	5
hello we're	5
truck it	5
but all	5
wants thank	5
cleveland suspended	5
got proper	5
ahead vehicle	5
complainant heard	5
has dropped	5
riverside so	5
ahead last	5
he usually	5
that where	5
wire that's	5
cadillac escalade	5
inside his	5
left when	5
copy listen	5
for trespass	5
with gas	5
ohio dl	5
225 i	5
swerving in	5
down behind	5
been shut	5
no question	5
status of	5
checking detroit	5
is supposed	5
a correction	5
club apartment	5
slurred speech	5
to 11850	5
224 is	5
them since	5
2367 woodward	5
to 1298	5
i suppose	5
wall for	5
on sunday	5
they're new	5
holder and	5
lines down	5
franklin 15	5
call complainant	5
regarding his	5
but left	5
checker on	5
guard there	5
drinking a	5
parties we	5
stay separate	5
be nora	5
park pool	5
wires in	5
lake he	5
to proceed	5
wire on	5
hasn't slept	5
about wanting	5
not go	5
at brown	5
still wants	5
tree came	5
